Caller	Callee
org.apache.commons.beanutils.PropertyUtils.getMappedProperty(Object,String,String)	org.apache.commons.beanutils.PropertyUtils.getPropertyDescriptor(Object,String)
org.apache.commons.beanutils.BeanUtilsTestCase.testPopulateArrayElements()	org.apache.commons.beanutils.BeanUtils.populate(Object,Map)
org.apache.commons.beanutils.PropertyUtilsTestCase.testDescribe()	org.apache.commons.beanutils.BeanUtils.describe(Object)
org.apache.commons.beanutils.BeanUtilsTestCase.testCopyPropertiesStandard()	org.apache.commons.beanutils.TestBean.getStringProperty()
org.apache.commons.beanutils.PropertyUtilsTestCase.testGetSimpleBoolean()	org.apache.commons.beanutils.TestBean.getBooleanProperty()
org.apache.commons.beanutils.MethodUtils.invokeExactMethod(Object,String,Object)	org.apache.commons.beanutils.MethodUtils.invokeExactMethod(Object,String,Object[])
org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testGetNestedInt()	org.apache.commons.beanutils.PropertyUtils.getNestedProperty(Object,String)
org.apache.commons.beanutils.BasicDynaBeanTestCase.testSetSimpleString()	org.apache.commons.beanutils.DynaBean.get(String)
org.apache.commons.beanutils.DynaBeanUtilsTestCase.testCopyPropertiesStandard()	org.apache.commons.beanutils.TestBean.setBooleanProperty(boolean)
org.apache.commons.beanutils.PropertyUtils.setSimpleProperty(Object,String,Object)	org.apache.commons.beanutils.PropertyUtils.getWriteMethod(PropertyDescriptor)
org.apache.commons.beanutils.DynaBeanUtilsTestCase.testGetSimpleProperty()	org.apache.commons.beanutils.BeanUtils.getSimpleProperty(Object,String)
org.apache.commons.beanutils.BeanUtilsTestCase.testPopulateScalar()	org.apache.commons.beanutils.TestBean.getDoubleProperty()
org.apache.commons.beanutils.DynaResultSetTestCase.testGetDynaProperties()	org.apache.commons.beanutils.ResultSetDynaClass.getDynaProperties()
org.apache.commons.beanutils.ConvertUtils.convert(String,Class)	org.apache.commons.beanutils.Converter.convert(Class,Object)
org.apache.commons.beanutils.DynaBeanUtilsTestCase.testCopyPropertiesDynaBean()	org.apache.commons.beanutils.DynaBean.get(String)
org.apache.commons.beanutils.PropertyUtils.getSimpleProperty(Object,String)	org.apache.commons.beanutils.DynaBean.getDynaClass()
org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNestedWriteOnly()	org.apache.commons.beanutils.PropertyUtils.setNestedProperty(Object,String,Object)
org.apache.commons.beanutils.BeanUtilsTestCase.testCopyPropertiesStandard()	org.apache.commons.beanutils.TestBean.setDoubleProperty(double)
org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testGetNestedDouble()	org.apache.commons.beanutils.PropertyUtils.getNestedProperty(Object,String)
org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testGetNestedUnknown()	org.apache.commons.beanutils.PropertyUtils.getNestedProperty(Object,String)
org.apache.commons.beanutils.BasicDynaBean.get(String)	org.apache.commons.beanutils.DynaProperty.getType()
org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testGetNestedReadOnly()	org.apache.commons.beanutils.DynaBean.get(String)
org.apache.commons.beanutils.BeanUtilsTestCase.testGetGeneralProperty()	org.apache.commons.beanutils.TestBean.getIntIndexed(int)
org.apache.commons.beanutils.ConvertUtilsTestCase.testPositiveStringArray()	org.apache.commons.beanutils.ConvertUtilsTestCase.checkStringArray(Object,String[])
org.apache.commons.beanutils.DynaResultSetTestCase.testGetDynaProperty()	org.apache.commons.beanutils.ResultSetDynaClass.getDynaProperty(String)
org.apache.commons.beanutils.BeanUtils.cloneBean(Object)	org.apache.commons.beanutils.PropertyUtils.copyProperties(Object,Object)
org.apache.commons.beanutils.PropertyUtilsTestCase.testGetSimpleDouble()	org.apache.commons.beanutils.TestBean.getDoubleProperty()
